Reference_Genome	source	accession	mpspades_detection	megahit_detection
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_1114306	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_49342877	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_854268	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_50356288	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_1736685	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_40296934	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_115148	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_431243	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_18886961	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_929995	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_1285579	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_854268	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_36075239	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_44501452	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_1172597	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_47177469	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_50129853	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_48143756	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_38505739	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_1729760	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_149188	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_2898240	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_43746233	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_974212	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_37551679	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_1300705	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_49594720	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_34999586	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_1280907	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_50_41540053	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_41540053	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_939281	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_252351	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_34082437	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_39020712	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_43636270	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_1315858	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_1311663	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_47624878	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_1396736	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_40908367	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_40206067	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_48014659	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_28393072	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_38705512	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_10343688	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_1375967	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_1454304	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_16258721	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_80_1401659	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_40_1705643	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_40_485459	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_5_1133075	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_20_544330	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_40_9667796	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_40_35764087	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_30_46080700	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_25_39635934	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_20_44754615	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_5_18697961	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_5_42636618	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_50_44234094	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_40_49136261	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_40_34906325	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_30_42335638	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_30_572990	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_25_49305595	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_25_42335638	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_20_50023622	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_5_1289911	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_5_42381928	detected	detected
RNODE_146_length_5606_cov_4.42067	de novo	mmseqs_5_46233505	detected	detected
RNODE_493_length_3152_cov_5.77526	de novo	mmseqs_5_1290283	detected	detected
RNODE_109_length_1521_cov_3.43229	de novo	mmseqs_5_260690	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_5_1218952	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_50_18727572	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_40_21362474	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_30_18482784	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_25_381105	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_25_36787219	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_20_44310784	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_20_34505853	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_5_21362474	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_5_38768461	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_50_45225481	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_50_1428146	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_40_48955660	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_40_34107068	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_30_48955660	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_30_44052532	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_30_48947628	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_25_37830928	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_25_38998507	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_20_34107068	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_20_34836173	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_5_1706182	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_5_34107068	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_5_36079101	detected	detected
RNODE_428_length_4686_cov_43.92415	de novo	mmseqs_5_36782541	detected	detected
RNODE_362_length_3387_cov_8.21902	de novo	mmseqs_40_18726050	detected	detected
RNODE_362_length_3387_cov_8.21902	de novo	mmseqs_40_36911408	detected	detected
RNODE_362_length_3387_cov_8.21902	de novo	mmseqs_30_36911408	detected	detected
RNODE_362_length_3387_cov_8.21902	de novo	mmseqs_30_24390226	detected	detected
RNODE_362_length_3387_cov_8.21902	de novo	mmseqs_20_24362565	detected	detected
RNODE_362_length_3387_cov_8.21902	de novo	mmseqs_20_36082106	detected	detected
RNODE_362_length_3387_cov_8.21902	de novo	mmseqs_5_50168354	detected	detected
RNODE_362_length_3387_cov_8.21902	de novo	mmseqs_5_32510456	detected	detected
RNODE_362_length_3387_cov_8.21902	de novo	mmseqs_5_23669259	detected	detected
RNODE_362_length_3387_cov_8.21902	de novo	mmseqs_30_38444219	detected	detected
RNODE_362_length_3387_cov_8.21902	de novo	mmseqs_40_42272028	detected	detected
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_30_37152139	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_25_34490442	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_5_34215487	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_50_4892740	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_50_19050174	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_50_40777116	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_50_34031875	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_50_50072835	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_50_42380176	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_50_36568748	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_40_2950129	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_40_46655381	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_40_43367124	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_40_39646211	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_40_47166637	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_40_43882658	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_30_47431649	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_25_18813322	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_25_46066015	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_20_4881259	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_20_45693935	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_5_45693935	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_5_45378281	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_5_33980610	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_30_225533	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_20_941161	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_20_238160	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_5_33304731	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_5_1389755	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_60_28753452	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_30_225533	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_25_225533	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_20_941161	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_20_238160	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	de novo	mmseqs_5_33304731	undetected_genomad	undetected_genomad
RNODE_464_length_2364_cov_17.83117	de novo	mmseqs_25_1376599	undetected_genomad	undetected_genomad
RNODE_464_length_2364_cov_17.83117	de novo	mmseqs_25_44223413	undetected_genomad	undetected_genomad
RNODE_464_length_2364_cov_17.83117	de novo	mmseqs_20_1376599	undetected_genomad	undetected_genomad
RNODE_464_length_2364_cov_17.83117	de novo	mmseqs_20_1691092	undetected_genomad	undetected_genomad
RNODE_464_length_2364_cov_17.83117	de novo	mmseqs_20_318736	undetected_genomad	undetected_genomad
RNODE_464_length_2364_cov_17.83117	de novo	mmseqs_5_1679331	undetected_genomad	undetected_genomad
RNODE_464_length_2364_cov_17.83117	de novo	mmseqs_5_651502	undetected_genomad	undetected_genomad
RNODE_464_length_2364_cov_17.83117	de novo	mmseqs_30_234443	undetected_genomad	undetected_genomad
RNODE_464_length_2364_cov_17.83117	de novo	mmseqs_25_1115956	undetected_genomad	undetected_genomad
RNODE_205_length_1591_cov_9.63735	de novo	mmseqs_5_260690	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_346_length_1757_cov_2.65187	de novo	mmseqs_25_7330269	undetected_genomad_plasx	undetected_genomad
RNODE_346_length_1757_cov_2.65187	de novo	mmseqs_20_37079636	undetected_genomad_plasx	undetected_genomad
RNODE_346_length_1757_cov_2.65187	de novo	mmseqs_5_37079636	undetected_genomad_plasx	undetected_genomad
RNODE_309_length_1659_cov_3.16188	de novo	mmseqs_30_318066	detected	detected
RNODE_309_length_1659_cov_3.16188	de novo	mmseqs_5_318295	detected	detected
RNODE_474_length_1569_cov_5.24895	de novo	mmseqs_5_260690	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_65_length_5443_cov_3.51540	de novo	mmseqs_5_1549028	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_50_40394942	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_50_1428146	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_50_45225481	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_40_48955660	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_40_34107068	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_30_48955660	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_30_44052532	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_30_48947628	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_30_43282270	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_30_34331647	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_30_36079251	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_25_37830928	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_20_40733666	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_20_34107068	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_20_43282270	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_5_34107068	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_5_36582181	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_25_857195	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_5_857195	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_40_1733703	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_30_1296900	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_70_1085634	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_70_1700836	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_50_18727572	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_40_21362474	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_40_25749342	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_30_18482784	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_30_17994258	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_25_381105	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_25_36787219	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_20_34505853	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_5_21362474	detected	detected
RNODE_122_length_6709_cov_4.03320	de novo	mmseqs_5_38768461	detected	detected
RNODE_94_length_3002_cov_6.48725	de novo	mmseqs_5_1290283	detected	detected
RNODE_48_length_3658_cov_14.59323	de novo	mmseqs_5_21291790	detected	detected
RNODE_48_length_3658_cov_14.59323	de novo	mmseqs_5_95881	detected	detected
RNODE_48_length_3658_cov_14.59323	de novo	mmseqs_20_156861	detected	detected
RNODE_48_length_3658_cov_14.59323	de novo	mmseqs_5_1729673	detected	detected
RNODE_38_length_1552_cov_8.47059	de novo	mmseqs_5_260690	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_491_length_3124_cov_17.57383	de novo	mmseqs_30_1707613	undetected_genomad	undetected_genomad
RNODE_491_length_3124_cov_17.57383	de novo	mmseqs_5_1707613	undetected_genomad	undetected_genomad
RNODE_491_length_3124_cov_17.57383	de novo	mmseqs_5_1335316	undetected_genomad	undetected_genomad
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_30_1160285	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_262853	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_50_18513504	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_50_20536420	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_50_47466587	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_46689485	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_194490	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_18488162	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_35556942	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_41827071	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_36133799	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_43382312	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_34834830	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_6014299	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_30_33954309	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_30_48902154	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_30_34211223	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_30_34184771	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_30_1017446	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_30_27002959	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_25_1077955	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_25_786608	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_25_43192466	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_25_37661560	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_25_37857134	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_20_47437419	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_20_43192466	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_20_36776872	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_20_6014299	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_20_38871668	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_18488162	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_39025973	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_38731332	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_37676184	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_48307793	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_45518758	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_33191338	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_787072	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_18484727	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_40_45569059	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_30_18020713	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_30_40523282	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_30_21880322	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_47801755	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_47405393	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_25711905	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_34840883	detected	detected
RNODE_171_length_3474_cov_9.39716	de novo	mmseqs_5_19171799	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_47908268	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_40_49489062	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_40_33063216	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_40_1527424	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_40_417079	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_613045	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_41601684	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_781141	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_1294674	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_1358278	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_1202007	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_40939620	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_1548604	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_1285579	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_1076301	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_25_49342877	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_25_781141	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_25_39029786	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_25_40296934	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_25_854268	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_25_1114306	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_25_49648710	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_25_36877151	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_18886961	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_431243	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_1285579	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_44501452	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_929995	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_854268	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_47177469	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_2898240	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_1729760	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_38505739	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_43746233	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_1167128	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_37551679	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_974212	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_1300705	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_34999586	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_1736685	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_1120238	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_47611278	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_43266665	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_44051578	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_854309	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_672664	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_40408265	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_939533	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_30_1666015	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_25_49340097	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_25_1402869	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_25_939533	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_49340097	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_19052178	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_20_1322678	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_647652	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_1008329	detected	detected
RNODE_360_length_7414_cov_9.06737	de novo	mmseqs_5_1519569	detected	detected
RNODE_459_length_2383_cov_4.68776	de novo	mmseqs_40_410070	detected	detected
RNODE_459_length_2383_cov_4.68776	de novo	mmseqs_40_17929	detected	detected
RNODE_459_length_2383_cov_4.68776	de novo	mmseqs_30_410070	detected	detected
RNODE_459_length_2383_cov_4.68776	de novo	mmseqs_25_410070	detected	detected
RNODE_459_length_2383_cov_4.68776	de novo	mmseqs_20_318594	detected	detected
RNODE_559_length_3361_cov_13.97064	de novo	mmseqs_30_234443	detected	detected
RNODE_559_length_3361_cov_13.97064	de novo	mmseqs_25_1115956	detected	detected
RNODE_559_length_3361_cov_13.97064	de novo	mmseqs_20_318430	detected	detected
RNODE_559_length_3361_cov_13.97064	de novo	mmseqs_40_40197628	detected	detected
RNODE_559_length_3361_cov_13.97064	de novo	mmseqs_40_104951	detected	detected
