reference_genomes	contigs	ID	mpspades_detection	num_gene_calls_reference	plasx_score	genomad_score	genomad_identified	plasx_identified	CAMI_Sample	name	contig_length	GC_contig	num_gene_calls_contig
RNODE_562_length_2033_cov_5.34232	NODE_96_length_2116_cov_31.787330_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.929813608339748	0.9598	False	True	3	NODE_96_length_2116_cov_31.787330_cutoff_0_type_circular	2116	0.55	3
RNODE_563_length_5038_cov_7.26694	NODE_24_length_5121_cov_6.467761_cutoff_0_type_circular	plasmid	detected	8	0.9949491894087962	0.9991	True	True	3	NODE_24_length_5121_cov_6.467761_cutoff_0_type_circular	5121	0.59	8
RNODE_565_length_1563_cov_11.71995	NODE_132_length_1646_cov_28.376564_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.8214001995581407	0.9414	False	False	3	NODE_132_length_1646_cov_28.376564_cutoff_0_type_circular	1646	0.63	3
RNODE_56_length_2028_cov_4.74177	NODE_93_length_2133_cov_22.101196_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9041726042425564	0.9772	False	True	3	NODE_93_length_2133_cov_22.101196_cutoff_0_type_circular	2133	0.47	3
RNODE_576_length_3043_cov_26.79081	NODE_64_length_3126_cov_5.744915_cutoff_0_type_circular	plasmid	detected	5	0.9692965134764664	0.9991	True	True	3	NODE_64_length_3126_cov_5.744915_cutoff_0_type_circular	3126	0.51	5
RNODE_584_length_2761_cov_46.10439	NODE_67_length_2844_cov_10.164520_cutoff_0_type_circular	plasmid	detected	4	0.5606059784530756	0.999	True	False	3	NODE_67_length_2844_cov_10.164520_cutoff_0_type_circular	2844	0.56	4
RNODE_5_length_4125_cov_14.53571	NODE_36_length_4230_cov_5.160858_cutoff_0_type_circular	plasmid	detected	5	0.9417041588187922	0.999	True	True	3	NODE_36_length_4230_cov_5.160858_cutoff_0_type_circular	4230	0.37	6
RNODE_62_length_3589_cov_56.75862	NODE_45_length_3694_cov_4.101486_cutoff_0_type_circular	plasmid	detected	5	0.9919777784856244	0.9989	True	True	3	NODE_45_length_3694_cov_4.101486_cutoff_0_type_circular	3694	0.59	5
RNODE_65_length_5443_cov_3.51540	NODE_21_length_5548_cov_8.044641_cutoff_0_type_circular	plasmid	detected	7	0.700937771785042	0.9989	True	False	3	NODE_21_length_5548_cov_8.044641_cutoff_0_type_circular	5548	0.56	7
RNODE_73_length_2194_cov_7.49125	NODE_84_length_2299_cov_3.262891_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9600892253356365	0.9988	False	True	3	NODE_84_length_2299_cov_3.262891_cutoff_0_type_circular	2299	0.35	3
RNODE_74_length_1811_cov_7.67971	NODE_111_length_1916_cov_159.554500_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9973	False	False	3	NODE_111_length_1916_cov_159.554500_cutoff_0_type_circular	1916	0.58	3
RNODE_93_length_1501_cov_3.34415	NODE_140_length_1606_cov_11.859364_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9448	False	False	3	NODE_140_length_1606_cov_11.859364_cutoff_0_type_circular	1606	0.56	3
RNODE_98_length_2627_cov_21.08829	NODE_70_length_2732_cov_7.554702_cutoff_0_type_circular	plasmid	detected	4	0.981640984852988	0.9989	True	True	3	NODE_70_length_2732_cov_7.554702_cutoff_0_type_circular	2732	0.6	4
RNODE_107_length_1496_cov_161.33989	NODE_107_length_1601_cov_7.204206_cutoff_0_type_circular	plasmid	detected	1	0.560614795106469	0.9054	True	False	4	NODE_107_length_1601_cov_7.204206_cutoff_0_type_circular	1601	0.64	2
RNODE_109_length_1521_cov_3.43229	NODE_103_length_1626_cov_3.821214_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.2843	False	False	4	NODE_103_length_1626_cov_3.821214_cutoff_0_type_circular	1626	0.57	3
RNODE_110_length_1672_cov_10.73939	NODE_89_length_1777_cov_8.649091_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2		0.9917	False	False	4	NODE_89_length_1777_cov_8.649091_cutoff_0_type_circular	1777	0.53	3
RNODE_125_length_3363_cov_4.82640	NODE_39_length_3468_cov_97.095181_cutoff_0_type_circular	plasmid	detected	4	0.98874549582615	0.999	True	True	4	NODE_39_length_3468_cov_97.095181_cutoff_0_type_circular	3468	0.36	4
RNODE_133_length_1956_cov_5.95398	NODE_73_length_2061_cov_33.230093_cutoff_0_type_circular	plasmid	detected	3	0.9992013363581594	0.9991	True	True	4	NODE_73_length_2061_cov_33.230093_cutoff_0_type_circular	2061	0.51	2
RNODE_146_length_5606_cov_4.42067	NODE_14_length_5711_cov_284.245881_cutoff_0_type_circular	plasmid	detected	11	0.9743132470605992	0.9991	True	True	4	NODE_14_length_5711_cov_284.245881_cutoff_0_type_circular	5711	0.59	10
RNODE_149_length_1949_cov_4.19357	NODE_74_length_2054_cov_25.662688_cutoff_0_type_circular	plasmid	detected	1	0.994944416177024	0.9991	True	True	4	NODE_74_length_2054_cov_25.662688_cutoff_0_type_circular	2054	0.51	1
RNODE_200_length_4574_cov_2.94178	NODE_21_length_4679_cov_12.812390_cutoff_0_type_circular	plasmid	detected	7	0.267652225911532	0.9991	True	False	4	NODE_21_length_4679_cov_12.812390_cutoff_0_type_circular	4679	0.41	5
RNODE_220_length_2011_cov_9.40825	NODE_70_length_2116_cov_8.876320_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4850372075237407	0.42	False	False	4	NODE_70_length_2116_cov_8.876320_cutoff_0_type_circular	2116	0.39	2
RNODE_227_length_4381_cov_5.48337	NODE_23_length_4486_cov_9.076623_cutoff_0_type_circular	plasmid	detected	5	0.9990477569499742	0.9991	True	True	4	NODE_23_length_4486_cov_9.076623_cutoff_0_type_circular	4486	0.36	5
RNODE_228_length_3093_cov_6.42006	NODE_44_length_3198_cov_131.451319_cutoff_0_type_circular	plasmid	detected	6	0.8191234565507354	0.9961	True	False	4	NODE_44_length_3198_cov_131.451319_cutoff_0_type_circular	3198	0.39	5
RNODE_234_length_1595_cov_9.13223	NODE_95_length_1700_cov_212.792117_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6592294224656505	0.9727	False	False	4	NODE_95_length_1700_cov_212.792117_cutoff_0_type_circular	1700	0.59	3
RNODE_254_length_2341_cov_33.31005	NODE_56_length_2446_cov_189.144890_cutoff_0_type_circular	plasmid	detected	4	0.2986195691443276	0.9985	True	False	4	NODE_56_length_2446_cov_189.144890_cutoff_0_type_circular	2446	0.34	5
RNODE_277_length_1592_cov_15.82548	NODE_96_length_1697_cov_13.543949_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.9951	False	False	4	NODE_96_length_1697_cov_13.543949_cutoff_0_type_circular	1697	0.59	3
RNODE_279_length_3658_cov_27.56711	NODE_32_length_3763_cov_23.857811_cutoff_0_type_circular	plasmid	detected	5	0.9804736926746852	0.9991	True	True	4	NODE_32_length_3763_cov_23.857811_cutoff_0_type_circular	3763	0.47	4
RNODE_308_length_1875_cov_5.96654	NODE_79_length_1980_cov_3.140853_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	4	0.4976472539611682	0.7412	False	False	4	NODE_79_length_1980_cov_3.140853_cutoff_0_type_circular	1980	0.53	4
RNODE_309_length_1659_cov_3.16188	NODE_91_length_1764_cov_3.431888_cutoff_0_type_circular	plasmid	detected	2	0.9680507460224076	0.9989	True	True	4	NODE_91_length_1764_cov_3.431888_cutoff_0_type_circular	1764	0.41	2
RNODE_311_length_2760_cov_6.45983	NODE_45_length_2865_cov_2.460190_cutoff_0_type_circular	plasmid	undetected_genomad	5	0.9488026707050884	0.6467	False	True	4	NODE_45_length_2865_cov_2.460190_cutoff_0_type_circular	2865	0.39	5
RNODE_31_length_1357_cov_12.09363	NODE_112_length_1462_cov_6.575281_cutoff_0_type_circular	plasmid	undetected_genomad	1	0.7871037538323191	0.999	False	False	4	NODE_112_length_1462_cov_6.575281_cutoff_0_type_circular	1462	0.54	2
RNODE_322_length_4175_cov_18.22923	NODE_26_length_4280_cov_8.792198_cutoff_0_type_circular	plasmid	detected	5	0.9955385264125476	0.9826	True	True	4	NODE_26_length_4280_cov_8.792198_cutoff_0_type_circular	4280	0.59	6
RNODE_32_length_11742_cov_6.79514	NODE_4_length_11847_cov_22.820137_cutoff_0_type_circular	plasmid	detected	13	0.9999979098680416	0.9984	True	True	4	NODE_4_length_11847_cov_22.820137_cutoff_0_type_circular	11847	0.68	13
RNODE_336_length_3563_cov_7.20249	NODE_35_length_3668_cov_10.915561_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9921586846813556	0.9573	False	True	4	NODE_35_length_3668_cov_10.915561_cutoff_0_type_circular	3668	0.4	4
RNODE_342_length_1543_cov_10.88823	NODE_99_length_1648_cov_7.034188_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6869120984505906	0.8823	False	False	4	NODE_99_length_1648_cov_7.034188_cutoff_0_type_circular	1648	0.58	3
RNODE_355_length_1663_cov_6.12066	NODE_90_length_1768_cov_8.285801_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	1	0.6749653342311849	0.9989	False	False	4	NODE_90_length_1768_cov_8.285801_cutoff_0_type_circular	1768	0.37	2
RNODE_361_length_3164_cov_8.88447	NODE_42_length_3269_cov_26.880331_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	5		0.8223	False	False	4	NODE_42_length_3269_cov_26.880331_cutoff_0_type_circular	3269	0.52	5
RNODE_362_length_3387_cov_8.21902	NODE_38_length_3492_cov_17.781872_cutoff_0_type_circular	plasmid	detected	5	0.9276600740363932	0.9989	True	True	4	NODE_38_length_3492_cov_17.781872_cutoff_0_type_circular	3492	0.35	6
RNODE_372_length_2448_cov_3.45466	NODE_52_length_2553_cov_25.174773_cutoff_0_type_circular	plasmid	detected	3	0.774884093373189	0.9991	True	False	4	NODE_52_length_2553_cov_25.174773_cutoff_0_type_circular	2553	0.33	2
RNODE_374_length_1862_cov_9.75489	NODE_80_length_1967_cov_9.377174_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9518120319234968	0.999	False	True	4	NODE_80_length_1967_cov_9.377174_cutoff_0_type_circular	1967	0.55	3
RNODE_383_length_2253_cov_7.64097	NODE_61_length_2358_cov_82.277902_cutoff_0_type_circular	plasmid	detected	2	0.9818380104058212	0.999	True	True	4	NODE_61_length_2358_cov_82.277902_cutoff_0_type_circular	2358	0.35	2
RNODE_38_length_1552_cov_8.47059	NODE_98_length_1657_cov_21.489542_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.9441	False	False	4	NODE_98_length_1657_cov_21.489542_cutoff_0_type_circular	1657	0.6	3
RNODE_411_length_4317_cov_4.49267	NODE_24_length_4422_cov_57.737602_cutoff_0_type_circular	plasmid	detected	8	0.9182721497602784	0.9991	True	True	4	NODE_24_length_4422_cov_57.737602_cutoff_0_type_circular	4422	0.64	8
RNODE_420_length_1334_cov_5.52134	NODE_114_length_1439_cov_12.576982_cutoff_0_type_circular	plasmid	detected	3	0.5988352049176365	0.9929	True	False	4	NODE_114_length_1439_cov_12.576982_cutoff_0_type_circular	1439	0.48	3
RNODE_423_length_1943_cov_28.57781	NODE_78_length_1982_cov_4.426415_cutoff_0_type_circular	plasmid	detected	2	0.9921586846813556	0.9991	True	True	4	NODE_78_length_1982_cov_4.426415_cutoff_0_type_circular	1982	0.3	3
RNODE_428_length_4686_cov_43.92415	NODE_20_length_4769_cov_3.315597_cutoff_0_type_circular	plasmid	detected	5	0.9782266696419868	0.999	True	True	4	NODE_20_length_4769_cov_3.315597_cutoff_0_type_circular	4769	0.6	6
RNODE_429_length_2129_cov_51.99106	NODE_67_length_2124_cov_2.656485_cutoff_0_type_circular	plasmid	detected	2	0.9818380104058212	0.999	True	True	4	NODE_67_length_2124_cov_2.656485_cutoff_0_type_circular	2124	0.4	2
RNODE_440_length_3551_cov_9.74435	NODE_36_length_3634_cov_4.387226_cutoff_0_type_circular	plasmid	detected	4	0.4976472539611682	0.9987	True	False	4	NODE_36_length_3634_cov_4.387226_cutoff_0_type_circular	3634	0.61	4
RNODE_442_length_4465_cov_7.11694	NODE_22_length_4504_cov_2.719899_cutoff_0_type_circular	plasmid	detected	5	0.8866808713408659	0.9991	True	False	4	NODE_22_length_4504_cov_2.719899_cutoff_0_type_circular	4504	0.37	5
RNODE_459_length_2383_cov_4.68776	NODE_59_length_2422_cov_3.871460_cutoff_0_type_circular	plasmid	detected	2	0.9998611276434084	0.9981	True	True	4	NODE_59_length_2422_cov_3.871460_cutoff_0_type_circular	2422	0.39	3
RNODE_464_length_2364_cov_17.83117	NODE_58_length_2425_cov_5.684508_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.998929618370304	0.9539	False	True	4	NODE_58_length_2425_cov_5.684508_cutoff_0_type_circular	2425	0.38	3
RNODE_468_length_1541_cov_8.66960	NODE_104_length_1624_cov_59.959252_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9041726042425564	0.2049	False	True	4	NODE_104_length_1624_cov_59.959252_cutoff_0_type_circular	1624	0.58	3
RNODE_479_length_5023_cov_17.63107	NODE_19_length_5106_cov_4.592488_cutoff_0_type_circular	plasmid	detected	7	0.9601832854681372	0.999	True	True	4	NODE_19_length_5106_cov_4.592488_cutoff_0_type_circular	5106	0.67	8
RNODE_481_length_3960_cov_68.08874	NODE_31_length_3999_cov_3.998192_cutoff_0_type_circular	plasmid	detected	4	0.9939875119367498	0.999	True	True	4	NODE_31_length_3999_cov_3.998192_cutoff_0_type_circular	3999	0.47	5
RNODE_487_length_5196_cov_22.71473	NODE_17_length_5279_cov_38.559006_cutoff_0_type_circular	plasmid	detected	7	0.6182198503922767	0.999	True	False	4	NODE_17_length_5279_cov_38.559006_cutoff_0_type_circular	5279	0.34	8
RNODE_491_length_3124_cov_17.57383	NODE_43_length_3207_cov_16.967857_cutoff_0_type_circular	plasmid	undetected_genomad	4	0.9942875444345812	0.9841	False	True	4	NODE_43_length_3207_cov_16.967857_cutoff_0_type_circular	3207	0.62	4
RNODE_496_length_8599_cov_9.53327	NODE_8_length_8682_cov_5.665342_cutoff_0_type_circular	plasmid	detected	13	0.1610898765583409	0.9931	True	False	4	NODE_8_length_8682_cov_5.665342_cutoff_0_type_circular	8682	0.45	13
RNODE_497_length_1925_cov_6.51336	NODE_75_length_2008_cov_4.692717_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.7871037538323191	0.1823	False	False	4	NODE_75_length_2008_cov_4.692717_cutoff_0_type_circular	2008	0.34	3
RNODE_498_length_2044_cov_7.98216	NODE_71_length_2083_cov_2.328732_cutoff_0_type_circular	plasmid	undetected_genomad	1	0.8843862295583608	0.6925	False	False	4	NODE_71_length_2083_cov_2.328732_cutoff_0_type_circular	2083	0.37	1
RNODE_50_length_1796_cov_6.24352	NODE_85_length_1901_cov_130.747463_cutoff_0_type_circular	plasmid	detected	2	0.4976472539611682	0.9915	True	False	4	NODE_85_length_1901_cov_130.747463_cutoff_0_type_circular	1901	0.35	3
RNODE_513_length_2330_cov_8.01964	NODE_60_length_2413_cov_7.036308_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9987	False	False	4	NODE_60_length_2413_cov_7.036308_cutoff_0_type_circular	2413	0.51	2
RNODE_524_length_1679_cov_2.99128	NODE_92_length_1762_cov_3.507034_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6592294224656505	0.9752	False	False	4	NODE_92_length_1762_cov_3.507034_cutoff_0_type_circular	1762	0.56	2
RNODE_537_length_3389_cov_22.49108	NODE_41_length_3428_cov_4.590427_cutoff_0_type_circular	plasmid	detected	4	0.9945987735244096	0.9991	True	True	4	NODE_41_length_3428_cov_4.590427_cutoff_0_type_circular	3428	0.6	3
RNODE_54_length_5865_cov_60.48297	NODE_12_length_5970_cov_16.512066_cutoff_0_type_circular	plasmid	detected	7	0.9580035963235114	0.9991	True	True	4	NODE_12_length_5970_cov_16.512066_cutoff_0_type_circular	5970	0.46	9
RNODE_559_length_3361_cov_13.97064	NODE_40_length_3444_cov_40.336449_cutoff_0_type_circular	plasmid	detected	6	0.823571153167866	0.9991	True	False	4	NODE_40_length_3444_cov_40.336449_cutoff_0_type_circular	3444	0.58	5
RNODE_562_length_2033_cov_5.34232	NODE_69_length_2116_cov_40.000503_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9349095915123088	0.9574	False	True	4	NODE_69_length_2116_cov_40.000503_cutoff_0_type_circular	2116	0.55	3
RNODE_563_length_5038_cov_7.26694	NODE_18_length_5121_cov_2.774529_cutoff_0_type_circular	plasmid	detected	8	0.9949491894087962	0.9991	True	True	4	NODE_18_length_5121_cov_2.774529_cutoff_0_type_circular	5121	0.59	8
RNODE_565_length_1563_cov_11.71995	NODE_100_length_1646_cov_19.870309_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.8214001995581407	0.9533	False	False	4	NODE_100_length_1646_cov_19.870309_cutoff_0_type_circular	1646	0.63	2
RNODE_56_length_2028_cov_4.74177	NODE_66_length_2133_cov_3.776171_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9041726042425564	0.989	False	True	4	NODE_66_length_2133_cov_3.776171_cutoff_0_type_circular	2133	0.47	2
RNODE_584_length_2761_cov_46.10439	NODE_46_length_2844_cov_9.342657_cutoff_0_type_circular	plasmid	detected	4	0.560614795106469	0.999	True	False	4	NODE_46_length_2844_cov_9.342657_cutoff_0_type_circular	2844	0.56	4
RNODE_5_length_4125_cov_14.53571	NODE_27_length_4230_cov_4.050695_cutoff_0_type_circular	plasmid	detected	5	0.9417041588187922	0.9989	True	True	4	NODE_27_length_4230_cov_4.050695_cutoff_0_type_circular	4230	0.37	6
RNODE_73_length_2194_cov_7.49125	NODE_62_length_2299_cov_6.586556_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9600892253356365	0.9987	False	True	4	NODE_62_length_2299_cov_6.586556_cutoff_0_type_circular	2299	0.34	3
RNODE_74_length_1811_cov_7.67971	NODE_83_length_1916_cov_141.386808_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9978	False	False	4	NODE_83_length_1916_cov_141.386808_cutoff_0_type_circular	1916	0.58	3
RNODE_93_length_1501_cov_3.34415	NODE_106_length_1606_cov_22.284652_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9448	False	False	4	NODE_106_length_1606_cov_22.284652_cutoff_0_type_circular	1606	0.56	3
RNODE_98_length_2627_cov_21.08829	NODE_50_length_2732_cov_5.996161_cutoff_0_type_circular	plasmid	detected	4	0.981640984852988	0.999	True	True	4	NODE_50_length_2732_cov_5.996161_cutoff_0_type_circular	2732	0.6	4
RNODE_107_length_1496_cov_161.33989	NODE_103_length_1601_cov_10.190638_cutoff_0_type_circular	plasmid	detected	1	0.560614795106469	0.9211	True	False	5	NODE_103_length_1601_cov_10.190638_cutoff_0_type_circular	1601	0.64	2
RNODE_109_length_1521_cov_3.43229	NODE_99_length_1626_cov_5.029353_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6869120984505906	0.6406	False	False	5	NODE_99_length_1626_cov_5.029353_cutoff_0_type_circular	1626	0.58	3
RNODE_110_length_1672_cov_10.73939	NODE_87_length_1777_cov_28.346667_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2		0.9785	False	False	5	NODE_87_length_1777_cov_28.346667_cutoff_0_type_circular	1777	0.53	2
RNODE_125_length_3363_cov_4.82640	NODE_39_length_3468_cov_138.111344_cutoff_0_type_circular	plasmid	detected	4	0.9984037515040258	0.999	True	True	5	NODE_39_length_3468_cov_138.111344_cutoff_0_type_circular	3468	0.37	4
RNODE_133_length_1956_cov_5.95398	NODE_69_length_2061_cov_9.468976_cutoff_0_type_circular	plasmid	detected	3	0.981838268585536	0.9988	True	True	5	NODE_69_length_2061_cov_9.468976_cutoff_0_type_circular	2061	0.51	2
RNODE_146_length_5606_cov_4.42067	NODE_14_length_5711_cov_220.772564_cutoff_0_type_circular	plasmid	detected	11	0.996347244226045	0.9991	True	True	5	NODE_14_length_5711_cov_220.772564_cutoff_0_type_circular	5711	0.58	11
RNODE_149_length_1949_cov_4.19357	NODE_70_length_2054_cov_18.758173_cutoff_0_type_circular	plasmid	detected	1	0.994944416177024	0.999	True	True	5	NODE_70_length_2054_cov_18.758173_cutoff_0_type_circular	2054	0.5	2
RNODE_171_length_3474_cov_9.39716	NODE_34_length_3579_cov_5.413673_cutoff_0_type_circular	plasmid	detected	5	0.9918085269098312	0.9989	True	True	5	NODE_34_length_3579_cov_5.413673_cutoff_0_type_circular	3579	0.46	5
RNODE_193_length_1789_cov_7.19864	NODE_82_length_1894_cov_4.813809_cutoff_0_type_circular	plasmid	detected	3	0.951525367047662	0.9991	True	True	5	NODE_82_length_1894_cov_4.813809_cutoff_0_type_circular	1894	0.49	2
RNODE_200_length_4574_cov_2.94178	NODE_22_length_4679_cov_7.016257_cutoff_0_type_circular	plasmid	detected	7	0.267652225911532	0.9991	True	False	5	NODE_22_length_4679_cov_7.016257_cutoff_0_type_circular	4679	0.41	6
RNODE_220_length_2011_cov_9.40825	NODE_66_length_2116_cov_3.125189_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4850372075237407	0.6367	False	False	5	NODE_66_length_2116_cov_3.125189_cutoff_0_type_circular	2116	0.39	2
RNODE_227_length_4381_cov_5.48337	NODE_24_length_4486_cov_54.848819_cutoff_0_type_circular	plasmid	detected	5	0.9990477569499742	0.9991	True	True	5	NODE_24_length_4486_cov_54.848819_cutoff_0_type_circular	4486	0.36	5
RNODE_228_length_3093_cov_6.42006	NODE_46_length_3198_cov_79.897753_cutoff_0_type_circular	plasmid	detected	6	0.8191234565507354	0.9935	True	False	5	NODE_46_length_3198_cov_79.897753_cutoff_0_type_circular	3198	0.39	6
RNODE_234_length_1595_cov_9.13223	NODE_91_length_1700_cov_253.390337_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3		0.9535	False	False	5	NODE_91_length_1700_cov_253.390337_cutoff_0_type_circular	1700	0.58	3
RNODE_254_length_2341_cov_33.31005	NODE_57_length_2446_cov_66.657611_cutoff_0_type_circular	plasmid	detected	4	0.2986195691443276	0.9987	True	False	5	NODE_57_length_2446_cov_66.657611_cutoff_0_type_circular	2446	0.34	5
RNODE_277_length_1592_cov_15.82548	NODE_92_length_1697_cov_10.249045_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6749653342311849	0.9972	False	False	5	NODE_92_length_1697_cov_10.249045_cutoff_0_type_circular	1697	0.59	3
RNODE_279_length_3658_cov_27.56711	NODE_29_length_3763_cov_24.132288_cutoff_0_type_circular	plasmid	detected	5	0.9804736926746852	0.9991	True	True	5	NODE_29_length_3763_cov_24.132288_cutoff_0_type_circular	3763	0.47	4
RNODE_311_length_2760_cov_6.45983	NODE_48_length_2865_cov_3.043462_cutoff_0_type_circular	plasmid	undetected_genomad	5	0.9488026707050884	0.4496	False	True	5	NODE_48_length_2865_cov_3.043462_cutoff_0_type_circular	2865	0.39	4
RNODE_318_length_3470_cov_3.16589	NODE_35_length_3575_cov_3.160963_cutoff_0_type_circular	plasmid	detected	4	0.9755158994089834	0.9898	False	True	5	NODE_35_length_3575_cov_3.160963_cutoff_0_type_circular	3575	0.32	5
RNODE_31_length_1357_cov_12.09363	NODE_110_length_1462_cov_7.173034_cutoff_0_type_circular	plasmid	undetected_genomad	1	0.7871037538323191	0.9989	False	False	5	NODE_110_length_1462_cov_7.173034_cutoff_0_type_circular	1462	0.54	3
RNODE_32_length_11742_cov_6.79514	NODE_4_length_11847_cov_7.083106_cutoff_0_type_circular	plasmid	detected	13	0.9999934455467424	0.9989	True	True	5	NODE_4_length_11847_cov_7.083106_cutoff_0_type_circular	11847	0.68	13
RNODE_336_length_3563_cov_7.20249	NODE_32_length_3668_cov_5.893815_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9709293214691316	0.9671	False	True	5	NODE_32_length_3668_cov_5.893815_cutoff_0_type_circular	3668	0.41	4
RNODE_342_length_1543_cov_10.88823	NODE_95_length_1648_cov_3.731098_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6869120984505906	0.8811	False	False	5	NODE_95_length_1648_cov_3.731098_cutoff_0_type_circular	1648	0.58	3
RNODE_355_length_1663_cov_6.12066	NODE_88_length_1768_cov_3.758074_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	1	0.6749653342311849	0.9938	False	False	5	NODE_88_length_1768_cov_3.758074_cutoff_0_type_circular	1768	0.37	2
RNODE_360_length_7414_cov_9.06737	NODE_9_length_7519_cov_13.395833_cutoff_0_type_circular	plasmid	detected	6	0.9986917462983904	0.999	True	True	5	NODE_9_length_7519_cov_13.395833_cutoff_0_type_circular	7519	0.6	7
RNODE_361_length_3164_cov_8.88447	NODE_44_length_3269_cov_9.963717_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	5		0.807	False	False	5	NODE_44_length_3269_cov_9.963717_cutoff_0_type_circular	3269	0.52	6
RNODE_362_length_3387_cov_8.21902	NODE_38_length_3492_cov_7.812481_cutoff_0_type_circular	plasmid	detected	5	0.9276600740363932	0.9989	True	True	5	NODE_38_length_3492_cov_7.812481_cutoff_0_type_circular	3492	0.35	6
RNODE_372_length_2448_cov_3.45466	NODE_53_length_2553_cov_29.143858_cutoff_0_type_circular	plasmid	detected	3	0.774884093373189	0.9991	True	False	5	NODE_53_length_2553_cov_29.143858_cutoff_0_type_circular	2553	0.33	3
RNODE_374_length_1862_cov_9.75489	NODE_75_length_1967_cov_14.124457_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9518120319234968	0.9989	False	True	5	NODE_75_length_1967_cov_14.124457_cutoff_0_type_circular	1967	0.55	4
RNODE_383_length_2253_cov_7.64097	NODE_59_length_2358_cov_55.688032_cutoff_0_type_circular	plasmid	detected	2	0.9985076553376732	0.999	True	True	5	NODE_59_length_2358_cov_55.688032_cutoff_0_type_circular	2358	0.35	2
RNODE_38_length_1552_cov_8.47059	NODE_94_length_1657_cov_7.602614_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6869120984505906	0.948	False	False	5	NODE_94_length_1657_cov_7.602614_cutoff_0_type_circular	1657	0.6	3
RNODE_411_length_4317_cov_4.49267	NODE_25_length_4422_cov_34.285914_cutoff_0_type_circular	plasmid	detected	8	0.9918477526847382	0.9991	True	True	5	NODE_25_length_4422_cov_34.285914_cutoff_0_type_circular	4422	0.64	8
RNODE_420_length_1334_cov_5.52134	NODE_112_length_1439_cov_3.766006_cutoff_0_type_circular	plasmid	detected	3	0.5988352049176365	0.999	True	False	5	NODE_112_length_1439_cov_3.766006_cutoff_0_type_circular	1439	0.5	3
RNODE_423_length_1943_cov_28.57781	NODE_74_length_1982_cov_6.205391_cutoff_0_type_circular	plasmid	detected	2	0.9921586846813556	0.9991	True	True	5	NODE_74_length_1982_cov_6.205391_cutoff_0_type_circular	1982	0.3	3
RNODE_428_length_4686_cov_43.92415	NODE_20_length_4769_cov_8.998277_cutoff_0_type_circular	plasmid	detected	5	0.959155947671622	0.999	True	True	5	NODE_20_length_4769_cov_8.998277_cutoff_0_type_circular	4769	0.59	5
RNODE_429_length_2129_cov_51.99106	NODE_63_length_2124_cov_8.737106_cutoff_0_type_circular	plasmid	detected	2	0.9818380104058212	0.999	True	True	5	NODE_63_length_2124_cov_8.737106_cutoff_0_type_circular	2124	0.4	2
