reference_genomes	contigs	ID	renamed_contigs	megahit_detection	num_gene_calls_reference	plasx_score	genomad_score	genomad_identified	plasx_identified	CAMI_Sample	name	contig_length	GC_contig	0	1	num_gene_calls_contig
RNODE_513_length_2330_cov_8.01964	k141_429175	plasmid	c_000000390875	undetected_genomad_plasx	3	0.4976472539611682	0.9966	False	False	7	k141_429175	2427	0.5	c_000000390875	k141_429175	3.0
RNODE_527_length_1767_cov_4.22840	k141_348915	plasmid	c_000000404928	detected	2	0.9007334378156492	0.998	True	True	7	k141_348915	1731	0.27	c_000000404928	k141_348915	1.0
RNODE_537_length_3389_cov_22.49108	k141_429094	plasmid	c_000000382437	detected	4	0.9945987735244096	0.9988	True	True	7	k141_429094	3442	0.6	c_000000382437	k141_429094	4.0
RNODE_54_length_5865_cov_60.48297	k141_429138	plasmid	c_000000387995	detected	7	0.9588659684068864	0.999	True	True	7	k141_429138	5984	0.46	c_000000387995	k141_429138	7.0
RNODE_559_length_3361_cov_13.97064	k141_66758	plasmid	c_000000188904	detected	6		0.064	False	False	7	k141_66758	363	0.48	c_000000188904	k141_66758	1.0
RNODE_559_length_3361_cov_13.97064	k141_91323	plasmid	c_000000098934	detected	6	0.822219014583309	0.999	True	False	7	k141_91323	3458	0.58	c_000000098934	k141_91323	5.0
RNODE_562_length_2033_cov_5.34232	k141_429161	plasmid	c_000000390093	undetected_genomad	2	0.9740495791854252	0.9496	False	True	7	k141_429161	2109	0.56	c_000000390093	k141_429161	3.0
RNODE_563_length_5038_cov_7.26694	k141_429153	plasmid	c_000000389120	detected	8	0.9949491894087962	0.999	True	True	7	k141_429153	5135	0.59	c_000000389120	k141_429153	7.0
RNODE_565_length_1563_cov_11.71995	k141_429099	plasmid	c_000000383206	undetected_genomad_plasx	3	0.8214001995581407	0.9169	False	False	7	k141_429099	1660	0.62	c_000000383206	k141_429099	2.0
RNODE_56_length_2028_cov_4.74177	k141_429220	plasmid	c_000000394466	undetected_genomad	3	0.9041726042425564	0.9376	False	True	7	k141_429220	2138	0.47	c_000000394466	k141_429220	2.0
RNODE_576_length_3043_cov_26.79081	k141_429160	plasmid	c_000000390019	detected	5	0.9763518790678748	0.9989	True	True	7	k141_429160	3140	0.51	c_000000390019	k141_429160	5.0
RNODE_583_length_3095_cov_44.70980	k141_167886	plasmid	c_000000311218	undetected_genomad_plasx	5		0.0093	False	False	7	k141_167886	322	0.5	c_000000311218	k141_167886	1.0
RNODE_583_length_3095_cov_44.70980	k141_205788	plasmid	c_000000424014	undetected_genomad_plasx	5		0.0646	False	False	7	k141_205788	555	0.49	c_000000424014	k141_205788	2.0
RNODE_583_length_3095_cov_44.70980	k141_395324	plasmid	c_000000080801	undetected_genomad_plasx	5		0.0159	False	False	7	k141_395324	456	0.54	c_000000080801	k141_395324	1.0
RNODE_584_length_2761_cov_46.10439	k141_429133	plasmid	c_000000387503	detected	4	0.560614795106469	0.9987	True	False	7	k141_429133	2858	0.57	c_000000387503	k141_429133	3.0
RNODE_585_length_3212_cov_16.01628	k141_315901	plasmid	c_000000121587	detected	4	0.9816793964042232	0.9988	True	True	7	k141_315901	3249	0.55	c_000000121587	k141_315901	4.0
RNODE_585_length_3212_cov_16.01628	k141_315955	plasmid	c_000000124470	detected	4	0.0768438297426856	0.0038	False	False	7	k141_315955	1683	0.53	c_000000124470	k141_315955	1.0
RNODE_5_length_4125_cov_14.53571	k141_429274	plasmid	c_000000396798	detected	5	0.9417041588187922	0.9985	True	True	7	k141_429274	4244	0.37	c_000000396798	k141_429274	5.0
RNODE_65_length_5443_cov_3.51540	k141_429111	plasmid	c_000000384924	detected	7	0.700937771785042	0.9987	True	False	7	k141_429111	5541	0.56	c_000000384924	k141_429111	7.0
RNODE_74_length_1811_cov_7.67971	k141_201037	plasmid	c_000000215661	undetected_genomad_plasx	3		0.0257	False	False	7	k141_201037	480	0.57	c_000000215661	k141_201037	1.0
RNODE_74_length_1811_cov_7.67971	k141_246454	plasmid	c_000000239266	undetected_genomad_plasx	3		0.0087	False	False	7	k141_246454	381	0.56	c_000000239266	k141_246454	1.0
RNODE_74_length_1811_cov_7.67971	k141_384798	plasmid	c_000000001113	undetected_genomad_plasx	3		0.0131	False	False	7	k141_384798	321	0.56	c_000000001113	k141_384798	
RNODE_74_length_1811_cov_7.67971	k141_394423	plasmid	c_000000035720	undetected_genomad_plasx	3	0.6869120984505906	0.9963	False	False	7	k141_394423	1930	0.58	c_000000035720	k141_394423	3.0
RNODE_74_length_1811_cov_7.67971	k141_427623	plasmid	c_000000306459	undetected_genomad_plasx	3		0.0154	False	False	7	k141_427623	378	0.57	c_000000306459	k141_427623	1.0
RNODE_74_length_1811_cov_7.67971	k141_81875	plasmid	c_000000061586	undetected_genomad_plasx	3		0.0099	False	False	7	k141_81875	392	0.58	c_000000061586	k141_81875	1.0
RNODE_93_length_1501_cov_3.34415	k141_229137	plasmid	c_000000232981	undetected_genomad_plasx	3		0.153	False	False	7	k141_229137	341	0.6	c_000000232981	k141_229137	1.0
RNODE_93_length_1501_cov_3.34415	k141_239377	plasmid	c_000000321984	undetected_genomad_plasx	3	0.6869120984505906	0.9476	False	False	7	k141_239377	1620	0.56	c_000000321984	k141_239377	3.0
RNODE_93_length_1501_cov_3.34415	k141_299373	plasmid	c_000000191113	undetected_genomad_plasx	3		0.4893	False	False	7	k141_299373	541	0.57	c_000000191113	k141_299373	1.0
RNODE_93_length_1501_cov_3.34415	k141_404861	plasmid	c_000000104222	undetected_genomad_plasx	3		0.1364	False	False	7	k141_404861	328	0.57	c_000000104222	k141_404861	1.0
RNODE_94_length_3002_cov_6.48725	k141_429310	plasmid	c_000000397796	detected	3	0.9007334378156492	0.999	True	True	7	k141_429310	3099	0.33	c_000000397796	k141_429310	3.0
RNODE_98_length_2627_cov_21.08829	k141_429168	plasmid	c_000000390680	detected	4	0.981640984852988	0.9988	True	True	7	k141_429168	2746	0.6	c_000000390680	k141_429168	3.0
RNODE_107_length_1496_cov_161.33989	k141_541096	plasmid	c_000000523453	detected	1	0.560614795106469	0.9057	True	False	8	k141_541096	1615	0.64	c_000000523453	k141_541096	2.0
RNODE_109_length_1521_cov_3.43229	k141_541136	plasmid	c_000000524512	undetected_genomad_plasx	2	0.6869120984505906	0.2064	False	False	8	k141_541136	1640	0.57	c_000000524512	k141_541136	2.0
RNODE_110_length_1672_cov_10.73939	k141_541028	plasmid	c_000000521620	undetected_genomad_plasx	2		0.9501	False	False	8	k141_541028	1791	0.53	c_000000521620	k141_541028	3.0
RNODE_125_length_3363_cov_4.82640	k141_541026	plasmid	c_000000521568	detected	4	0.9895789190605686	0.9987	True	True	8	k141_541026	3482	0.36	c_000000521568	k141_541026	3.0
RNODE_133_length_1956_cov_5.95398	k141_541112	plasmid	c_000000524151	detected	3	0.9992013363581594	0.9989	True	True	8	k141_541112	2075	0.51	c_000000524151	k141_541112	2.0
RNODE_139_length_3589_cov_11.15335	k141_540913	plasmid	c_000000515993	undetected_genomad	4	0.9682845351464696	0.9925	False	True	8	k141_540913	3708	0.38	c_000000515993	k141_540913	5.0
RNODE_146_length_5606_cov_4.42067	k141_142305	plasmid	c_000000223953	detected	11		0.0224	False	False	8	k141_142305	432	0.55	c_000000223953	k141_142305	1.0
RNODE_146_length_5606_cov_4.42067	k141_146334	plasmid	c_000000356371	detected	11		0.0385	False	False	8	k141_146334	394	0.57	c_000000356371	k141_146334	
RNODE_146_length_5606_cov_4.42067	k141_227409	plasmid	c_000000265068	detected	11	0.9743132470605992	0.999	True	True	8	k141_227409	5725	0.58	c_000000265068	k141_227409	11.0
RNODE_146_length_5606_cov_4.42067	k141_243839	plasmid	c_000000244587	detected	11		0.022	False	False	8	k141_243839	330	0.62	c_000000244587	k141_243839	
RNODE_146_length_5606_cov_4.42067	k141_341567	plasmid	c_000000100576	detected	11		0.0208	False	False	8	k141_341567	372	0.61	c_000000100576	k141_341567	
RNODE_146_length_5606_cov_4.42067	k141_427729	plasmid	c_000000148878	detected	11		0.0195	False	False	8	k141_427729	436	0.59	c_000000148878	k141_427729	1.0
RNODE_146_length_5606_cov_4.42067	k141_508582	plasmid	c_000000033059	detected	11		0.0205	False	False	8	k141_508582	365	0.46	c_000000033059	k141_508582	1.0
RNODE_146_length_5606_cov_4.42067	k141_67149	plasmid	c_000000515384	detected	11		0.0167	False	False	8	k141_67149	406	0.6	c_000000515384	k141_67149	1.0
RNODE_149_length_1949_cov_4.19357	k141_541039	plasmid	c_000000521852	detected	1	0.994944416177024	0.9989	True	True	8	k141_541039	2068	0.5	c_000000521852	k141_541039	1.0
RNODE_156_length_3948_cov_63.43887	k141_540909	plasmid	c_000000515766	detected	4	0.9930100417164884	0.999	True	True	8	k141_540909	4067	0.62	c_000000515766	k141_540909	5.0
RNODE_171_length_3474_cov_9.39716	k141_540857	plasmid	c_000000512276	detected	5	0.948394419630642	0.9988	True	True	8	k141_540857	3593	0.46	c_000000512276	k141_540857	5.0
RNODE_193_length_1789_cov_7.19864	k141_540963	plasmid	c_000000517975	detected	3	0.951525367047662	0.9989	True	True	8	k141_540963	1908	0.49	c_000000517975	k141_540963	3.0
RNODE_200_length_4574_cov_2.94178	k141_540885	plasmid	c_000000514522	detected	7	0.3204700328912968	0.999	True	False	8	k141_540885	4693	0.4	c_000000514522	k141_540885	5.0
RNODE_220_length_2011_cov_9.40825	k141_540957	plasmid	c_000000517756	undetected_genomad	3	0.4850372075237407	0.4752	False	False	8	k141_540957	2130	0.39	c_000000517756	k141_540957	3.0
RNODE_225_length_25884_cov_6.69550	k141_540832	plasmid	c_000000510379	detected	38	0.999999763503172	0.9989	True	True	8	k141_540832	26003	0.62	c_000000510379	k141_540832	38.0
RNODE_227_length_4381_cov_5.48337	k141_540944	plasmid	c_000000517190	detected	5	0.9996688653692208	0.9989	True	True	8	k141_540944	4456	0.36	c_000000517190	k141_540944	6.0
RNODE_228_length_3093_cov_6.42006	k141_540915	plasmid	c_000000516138	detected	6	0.8191234565507354	0.9941	True	False	8	k141_540915	3170	0.39	c_000000516138	k141_540915	6.0
RNODE_234_length_1595_cov_9.13223	k141_541126	plasmid	c_000000524376	undetected_genomad_plasx	3		0.6455	False	False	8	k141_541126	1714	0.58	c_000000524376	k141_541126	3.0
RNODE_235_length_2608_cov_55.03480	k141_541020	plasmid	c_000000521191	detected	5	0.6912399575544633	0.999	True	False	8	k141_541020	2727	0.61	c_000000521191	k141_541020	4.0
RNODE_243_length_1453_cov_2.63382	k141_540883	plasmid	c_000000514357	detected	1	0.7871037538323191	0.998	True	False	8	k141_540883	1572	0.34	c_000000514357	k141_540883	1.0
RNODE_251_length_2763_cov_28.99562	k141_149397	plasmid	c_000000463700	undetected_genomad	3		0.2026	False	False	8	k141_149397	597	0.38	c_000000463700	k141_149397	1.0
RNODE_251_length_2763_cov_28.99562	k141_429076	plasmid	c_000000188087	undetected_genomad	3		0.1972	False	False	8	k141_429076	648	0.4	c_000000188087	k141_429076	1.0
RNODE_251_length_2763_cov_28.99562	k141_537238	plasmid	c_000000415073	undetected_genomad	3	0.2611611282390077	0.1096	False	False	8	k141_537238	1567	0.4	c_000000415073	k141_537238	3.0
RNODE_254_length_2341_cov_33.31005	k141_540849	plasmid	c_000000511501	detected	4	0.3773736234096939	0.9981	True	False	8	k141_540849	2460	0.34	c_000000511501	k141_540849	5.0
RNODE_263_length_2277_cov_8.44168	k141_540952	plasmid	c_000000517540	undetected_genomad	4	0.2308357478270384	0.9341	False	False	8	k141_540952	2396	0.36	c_000000517540	k141_540952	3.0
RNODE_277_length_1592_cov_15.82548	k141_199929	plasmid	c_000000476967	undetected_genomad_plasx	2		0.0835	False	False	8	k141_199929	441	0.61	c_000000476967	k141_199929	1.0
RNODE_277_length_1592_cov_15.82548	k141_252340	plasmid	c_000000514678	undetected_genomad_plasx	2	0.2308357478270384	0.0154	False	False	8	k141_252340	354	0.6	c_000000514678	k141_252340	1.0
RNODE_277_length_1592_cov_15.82548	k141_477290	plasmid	c_000000115603	undetected_genomad_plasx	2	0.8214001995581407	0.9941	False	False	8	k141_477290	1711	0.59	c_000000115603	k141_477290	3.0
RNODE_279_length_3658_cov_27.56711	k141_540958	plasmid	c_000000517879	detected	5	0.9804736926746852	0.999	True	True	8	k141_540958	3735	0.47	c_000000517879	k141_540958	5.0
RNODE_307_length_2104_cov_13.21902	k141_248391	plasmid	c_000000391589	undetected_genomad	3	0.7871037538323191	0.8078	False	False	8	k141_248391	1231	0.34	c_000000391589	k141_248391	1.0
RNODE_307_length_2104_cov_13.21902	k141_87095	plasmid	c_000000082250	undetected_genomad	3	0.9858568044512824	0.7507	False	True	8	k141_87095	1220	0.3	c_000000082250	k141_87095	3.0
RNODE_308_length_1875_cov_5.96654	k141_363361	plasmid	c_000000245088	undetected_genomad_plasx	4	0.6869120984505906	0.5229	False	False	8	k141_363361	2025	0.53	c_000000245088	k141_363361	3.0
RNODE_309_length_1659_cov_3.16188	k141_541008	plasmid	c_000000520702	detected	2	0.9680507460224076	0.9985	True	True	8	k141_541008	1778	0.41	c_000000520702	k141_541008	3.0
RNODE_311_length_2760_cov_6.45983	k141_451866	plasmid	c_000000387602	undetected_genomad	5	0.9488026707050884	0.034	False	True	8	k141_451866	2853	0.39	c_000000387602	k141_451866	5.0
RNODE_315_length_1516_cov_8.44846	k141_541083	plasmid	c_000000523132	undetected_genomad_plasx	2	0.4976472539611682	0.5616	False	False	8	k141_541083	1635	0.48	c_000000523132	k141_541083	3.0
RNODE_318_length_3470_cov_3.16589	k141_540862	plasmid	c_000000512824	detected	4	0.9791741778928924	0.9982	True	True	8	k141_540862	3589	0.32	c_000000512824	k141_540862	5.0
RNODE_31_length_1357_cov_12.09363	k141_540881	plasmid	c_000000514235	undetected_genomad_plasx	1	0.7871037538323191	0.9985	False	False	8	k141_540881	1454	0.54	c_000000514235	k141_540881	2.0
RNODE_320_length_4859_cov_4.38495	k141_540844	plasmid	c_000000511130	undetected_genomad	7	0.997795573686353	0.9898	False	True	8	k141_540844	4978	0.57	c_000000511130	k141_540844	7.0
RNODE_322_length_4175_cov_18.22923	k141_540981	plasmid	c_000000518811	detected	5	0.9954907272066976	0.8782	True	True	8	k141_540981	4294	0.59	c_000000518811	k141_540981	6.0
RNODE_324_length_1537_cov_10.20528	k141_541115	plasmid	c_000000524205	undetected_genomad_plasx	3	0.4976472539611682	0.4462	False	False	8	k141_541115	1656	0.59	c_000000524205	k141_541115	3.0
RNODE_32_length_11742_cov_6.79514	k141_540986	plasmid	c_000000519716	detected	13	0.9999941586071266	0.9988	True	True	8	k141_540986	11839	0.68	c_000000519716	k141_540986	13.0
RNODE_336_length_3563_cov_7.20249	k141_540873	plasmid	c_000000513591	undetected_genomad	3	0.835239822907378	0.8928	False	False	8	k141_540873	3638	0.4	c_000000513591	k141_540873	3.0
RNODE_342_length_1543_cov_10.88823	k141_540924	plasmid	c_000000516622	undetected_genomad_plasx	2	0.6869120984505906	0.9211	False	False	8	k141_540924	1662	0.58	c_000000516622	k141_540924	2.0
RNODE_346_length_1757_cov_2.65187	k141_540874	plasmid	c_000000513641	undetected_genomad	2	0.6682706807618155	0.6048	False	False	8	k141_540874	1876	0.31	c_000000513641	k141_540874	3.0
RNODE_355_length_1663_cov_6.12066	k141_540919	plasmid	c_000000516278	undetected_genomad	1	0.6749653342311849	0.9982	False	False	8	k141_540919	1782	0.37	c_000000516278	k141_540919	1.0
RNODE_360_length_7414_cov_9.06737	k141_540893	plasmid	c_000000515012	detected	6	0.9999118074653792	0.9989	True	True	8	k141_540893	7533	0.6	c_000000515012	k141_540893	7.0
RNODE_361_length_3164_cov_8.88447	k141_540894	plasmid	c_000000515116	undetected_genomad_plasx	5		0.7825	False	False	8	k141_540894	3283	0.52	c_000000515116	k141_540894	6.0
RNODE_362_length_3387_cov_8.21902	k141_540835	plasmid	c_000000510523	detected	5	0.9328996349495856	0.9987	True	True	8	k141_540835	3506	0.35	c_000000510523	k141_540835	6.0
RNODE_372_length_2448_cov_3.45466	k141_540878	plasmid	c_000000514044	detected	3	0.774884093373189	0.9989	True	False	8	k141_540878	2567	0.33	c_000000514044	k141_540878	2.0
RNODE_374_length_1862_cov_9.75489	k141_540884	plasmid	c_000000514393	undetected_genomad	3	0.9518120319234968	0.9987	False	True	8	k141_540884	1981	0.55	c_000000514393	k141_540884	3.0
RNODE_381_length_1819_cov_13.04118	k141_116774	plasmid	c_000000440524	detected	1	0.9818380104058212	0.9989	True	True	8	k141_116774	1844	0.42	c_000000440524	k141_116774	1.0
RNODE_383_length_2253_cov_7.64097	k141_540864	plasmid	c_000000513044	detected	2	0.9818380104058212	0.9988	True	True	8	k141_540864	2372	0.34	c_000000513044	k141_540864	2.0
RNODE_38_length_1552_cov_8.47059	k141_449569	plasmid	c_000000306733	undetected_genomad_plasx	2	0.4976472539611682	0.9403	False	False	8	k141_449569	1796	0.6	c_000000306733	k141_449569	3.0
RNODE_411_length_4317_cov_4.49267	k141_541051	plasmid	c_000000522135	detected	8	0.9182721497602784	0.9989	True	True	8	k141_541051	4415	0.64	c_000000522135	k141_541051	8.0
RNODE_415_length_2147_cov_6.45506	k141_541006	plasmid	c_000000520584	undetected_genomad	3	0.9944931908986128	0.9955	False	True	8	k141_541006	2244	0.37	c_000000520584	k141_541006	3.0
RNODE_420_length_1334_cov_5.52134	k141_540833	plasmid	c_000000510414	detected	3	0.5988352049176365	0.9975	True	False	8	k141_540833	1453	0.48	c_000000510414	k141_540833	3.0
RNODE_423_length_1943_cov_28.57781	k141_540841	plasmid	c_000000510967	detected	2	0.9007334378156492	0.9989	True	True	8	k141_540841	1996	0.31	c_000000510967	k141_540841	2.0
RNODE_428_length_4686_cov_43.92415	k141_541067	plasmid	c_000000522802	detected	5	0.9632097227349328	0.9987	True	True	8	k141_541067	4783	0.6	c_000000522802	k141_541067	6.0
RNODE_429_length_2129_cov_51.99106	k141_541018	plasmid	c_000000521088	detected	2	0.9818380104058212	0.9988	True	True	8	k141_541018	2138	0.4	c_000000521088	k141_541018	2.0
RNODE_434_length_14801_cov_23.79494	k141_318258	plasmid	c_000000390244	detected	17	0.9999999993529224	0.999	True	True	8	k141_318258	14868	0.62	c_000000390244	k141_318258	17.0
RNODE_435_length_5602_cov_25.16136	k141_371331	plasmid	c_000000481915	detected	7	0.9992991295907784	0.999	True	True	8	k141_371331	5705	0.64	c_000000481915	k141_371331	7.0
RNODE_439_length_4196_cov_56.49278	k141_159457	plasmid	c_000000233664	detected	5		0.0347	False	False	8	k141_159457	488	0.68	c_000000233664	k141_159457	1.0
RNODE_439_length_4196_cov_56.49278	k141_295035	plasmid	c_000000280876	detected	5	0.2374530525891713	0.9984	False	False	8	k141_295035	1395	0.6	c_000000280876	k141_295035	3.0
RNODE_439_length_4196_cov_56.49278	k141_458740	plasmid	c_000000052289	detected	5		0.9474	False	False	8	k141_458740	1951	0.65	c_000000052289	k141_458740	2.0
RNODE_439_length_4196_cov_56.49278	k141_80149	plasmid	c_000000403335	detected	5	0.1502636556509795	0.8893	False	False	8	k141_80149	1334	0.54	c_000000403335	k141_80149	2.0
RNODE_440_length_3551_cov_9.74435	k141_159586	plasmid	c_000000237166	detected	4	0.4976472539611682	0.9975	True	False	8	k141_159586	3648	0.61	c_000000237166	k141_159586	4.0
RNODE_442_length_4465_cov_7.11694	k141_540856	plasmid	c_000000512178	detected	5	0.8866808713408659	0.999	True	False	8	k141_540856	4474	0.37	c_000000512178	k141_540856	5.0
RNODE_455_length_4124_cov_9.17267	k141_540875	plasmid	c_000000513752	undetected_genomad	4	0.9994976484199796	0.76	False	True	8	k141_540875	4133	0.4	c_000000513752	k141_540875	5.0
RNODE_459_length_2383_cov_4.68776	k141_162857	plasmid	c_000000355750	detected	2	0.931917433117092	0.72	False	True	8	k141_162857	1779	0.39	c_000000355750	k141_162857	2.0
RNODE_459_length_2383_cov_4.68776	k141_308117	plasmid	c_000000097116	detected	2	0.9417041588187922	0.9965	True	True	8	k141_308117	640	0.39	c_000000097116	k141_308117	2.0
RNODE_459_length_2383_cov_4.68776	k141_465218	plasmid	c_000000260495	detected	2	0.2860440777051891	0.0166	False	False	8	k141_465218	325	0.4	c_000000260495	k141_465218	1.0
RNODE_464_length_2364_cov_17.83117	k141_540912	plasmid	c_000000515879	undetected_genomad	2	0.9992278273920244	0.8946	False	True	8	k141_540912	2395	0.37	c_000000515879	k141_540912	3.0
RNODE_468_length_1541_cov_8.66960	k141_136871	plasmid	c_000000054697	undetected_genomad	2		0.0313	False	False	8	k141_136871	423	0.55	c_000000054697	k141_136871	2.0
RNODE_468_length_1541_cov_8.66960	k141_154483	plasmid	c_000000071459	undetected_genomad	2	0.9041726042425564	0.1224	False	True	8	k141_154483	1638	0.57	c_000000071459	k141_154483	3.0
RNODE_468_length_1541_cov_8.66960	k141_252062	plasmid	c_000000508146	undetected_genomad	2		0.0212	False	False	8	k141_252062	405	0.52	c_000000508146	k141_252062	2.0
RNODE_468_length_1541_cov_8.66960	k141_275246	plasmid	c_000000130990	undetected_genomad	2		0.0184	False	False	8	k141_275246	345	0.53	c_000000130990	k141_275246	1.0
RNODE_468_length_1541_cov_8.66960	k141_343093	plasmid	c_000000152026	undetected_genomad	2		0.0148	False	False	8	k141_343093	401	0.53	c_000000152026	k141_343093	2.0
RNODE_468_length_1541_cov_8.66960	k141_351491	plasmid	c_000000434356	undetected_genomad	2		0.0253	False	False	8	k141_351491	382	0.51	c_000000434356	k141_351491	1.0
RNODE_474_length_1569_cov_5.24895	k141_174408	plasmid	c_000000166621	undetected_genomad_plasx	3	0.4976472539611682	0.3534	False	False	8	k141_174408	1265	0.51	c_000000166621	k141_174408	2.0
RNODE_479_length_5023_cov_17.63107	k141_541021	plasmid	c_000000521312	detected	7	0.9717145699998628	0.9989	True	True	8	k141_541021	5099	0.67	c_000000521312	k141_541021	7.0
RNODE_481_length_3960_cov_68.08874	k141_540969	plasmid	c_000000518239	detected	4	0.9986436199973306	0.9989	True	True	8	k141_540969	3991	0.47	c_000000518239	k141_540969	5.0
RNODE_487_length_5196_cov_22.71473	k141_540837	plasmid	c_000000510841	detected	7	0.6182198503922767	0.9985	True	False	8	k141_540837	5293	0.34	c_000000510841	k141_540837	7.0
RNODE_48_length_3658_cov_14.59323	k141_540880	plasmid	c_000000514197	detected	4	0.9988688321289372	0.999	True	True	8	k141_540880	3777	0.3	c_000000514197	k141_540880	5.0
RNODE_491_length_3124_cov_17.57383	k141_540978	plasmid	c_000000518695	undetected_genomad	4	0.9942875444345812	0.9851	False	True	8	k141_540978	3200	0.62	c_000000518695	k141_540978	3.0
RNODE_493_length_3152_cov_5.77526	k141_540865	plasmid	c_000000513112	detected	4	0.9007334378156492	0.9988	True	True	8	k141_540865	3205	0.29	c_000000513112	k141_540865	4.0
RNODE_496_length_8599_cov_9.53327	k141_540866	plasmid	c_000000513332	detected	13	0.1780797235905351	0.9858	True	False	8	k141_540866	8696	0.45	c_000000513332	k141_540866	13.0
RNODE_497_length_1925_cov_6.51336	k141_303955	plasmid	c_000000539869	undetected_genomad_plasx	3	0.7871037538323191	0.1241	False	False	8	k141_303955	2031	0.35	c_000000539869	k141_303955	5.0
RNODE_498_length_2044_cov_7.98216	k141_540891	plasmid	c_000000514761	undetected_genomad	1	0.8843862295583608	0.9633	False	False	8	k141_540891	2053	0.36	c_000000514761	k141_540891	1.0
RNODE_50_length_1796_cov_6.24352	k141_540930	plasmid	c_000000516874	detected	2	0.4976472539611682	0.9981	True	False	8	k141_540930	1915	0.35	c_000000516874	k141_540930	1.0
RNODE_512_length_1592_cov_43.29688	k141_540949	plasmid	c_000000517456	undetected_genomad	2	0.9330738200194584	0.0084	False	True	8	k141_540949	1689	0.58	c_000000517456	k141_540949	3.0
RNODE_513_length_2330_cov_8.01964	k141_540931	plasmid	c_000000516950	undetected_genomad_plasx	3	0.4976472539611682	0.9977	False	False	8	k141_540931	2427	0.51	c_000000516950	k141_540931	3.0
RNODE_524_length_1679_cov_2.99128	k141_541072	plasmid	c_000000522879	undetected_genomad_plasx	2		0.7521	False	False	8	k141_541072	1776	0.56	c_000000522879	k141_541072	3.0
RNODE_534_length_10183_cov_8.47628	k141_540972	plasmid	c_000000518527	undetected_genomad	12	0.9998531223356052	0.8402	False	True	8	k141_540972	10280	0.6	c_000000518527	k141_540972	13.0
RNODE_537_length_3389_cov_22.49108	k141_541004	plasmid	c_000000520509	detected	4	0.9945987735244096	0.9989	True	True	8	k141_541004	3442	0.59	c_000000520509	k141_541004	3.0
RNODE_54_length_5865_cov_60.48297	k141_540863	plasmid	c_000000512989	detected	7	0.9588659684068864	0.999	True	True	8	k141_540863	5984	0.46	c_000000512989	k141_540863	7.0
RNODE_551_length_4193_cov_74.72016	k141_127028	plasmid	c_000000282205	undetected_genomad	5		0.9984	False	False	8	k141_127028	333	0.48	c_000000282205	k141_127028	1.0
RNODE_551_length_4193_cov_74.72016	k141_163002	plasmid	c_000000359533	undetected_genomad	5		0.0086	False	False	8	k141_163002	1306	0.55	c_000000359533	k141_163002	3.0
RNODE_551_length_4193_cov_74.72016	k141_423967	plasmid	c_000000036390	undetected_genomad	5		0.8307	False	False	8	k141_423967	890	0.53	c_000000036390	k141_423967	
RNODE_551_length_4193_cov_74.72016	k141_446041	plasmid	c_000000197581	undetected_genomad	5		0.147	False	False	8	k141_446041	681	0.47	c_000000197581	k141_446041	1.0
RNODE_551_length_4193_cov_74.72016	k141_476619	plasmid	c_000000098509	undetected_genomad	5	0.7712097200834777	0.9985	False	False	8	k141_476619	688	0.5	c_000000098509	k141_476619	1.0
RNODE_551_length_4193_cov_74.72016	k141_505549	plasmid	c_000000465390	undetected_genomad	5		0.3556	False	False	8	k141_505549	388	0.61	c_000000465390	k141_505549	1.0
RNODE_559_length_3361_cov_13.97064	k141_541087	plasmid	c_000000523348	detected	6	0.822219014583309	0.999	True	False	8	k141_541087	3458	0.58	c_000000523348	k141_541087	6.0
RNODE_562_length_2033_cov_5.34232	k141_541017	plasmid	c_000000521024	undetected_genomad	2	0.9349095915123088	0.9383	False	True	8	k141_541017	2109	0.55	c_000000521024	k141_541017	3.0
RNODE_563_length_5038_cov_7.26694	k141_541063	plasmid	c_000000522567	detected	8	0.9949491894087962	0.999	True	True	8	k141_541063	5135	0.59	c_000000522567	k141_541063	8.0
RNODE_565_length_1563_cov_11.71995	k141_541146	plasmid	c_000000524642	undetected_genomad_plasx	3	0.8214001995581407	0.911	False	False	8	k141_541146	1660	0.63	c_000000524642	k141_541146	3.0
RNODE_56_length_2028_cov_4.74177	k141_540968	plasmid	c_000000518126	undetected_genomad	3	0.9041726042425564	0.8063	False	True	8	k141_540968	2138	0.46	c_000000518126	k141_540968	3.0
RNODE_576_length_3043_cov_26.79081	k141_287216	plasmid	c_000000477354	detected	5	0.8970223664259339	0.9986	True	False	8	k141_287216	2568	0.51	c_000000477354	k141_287216	4.0
RNODE_576_length_3043_cov_26.79081	k141_420621	plasmid	c_000000446306	detected	5		0.0659	False	False	8	k141_420621	651	0.45	c_000000446306	k141_420621	1.0
RNODE_584_length_2761_cov_46.10439	k141_541110	plasmid	c_000000524096	detected	4	0.560614795106469	0.9987	True	False	8	k141_541110	2858	0.56	c_000000524096	k141_541110	3.0
RNODE_585_length_3212_cov_16.01628	k141_540925	plasmid	c_000000516712	detected	4	0.9816793964042232	0.9988	True	True	8	k141_540925	3279	0.55	c_000000516712	k141_540925	3.0
RNODE_62_length_3589_cov_56.75862	k141_541060	plasmid	c_000000522416	detected	5	0.8579338195344913	0.9983	True	False	8	k141_541060	3666	0.6	c_000000522416	k141_541060	5.0
RNODE_65_length_5443_cov_3.51540	k141_540899	plasmid	c_000000515427	detected	7	0.700937771785042	0.9988	True	False	8	k141_540899	5541	0.55	c_000000515427	k141_540899	6.0
